	name	Longitude	Latitude	address1	city	zip_code	state	display_address	price	rating	review_count
166	Snacky	-73.9607	40.71439	187 Grand St	Brooklyn	11211	NY	['187 Grand St', 'Brooklyn, NY 11211']	$$	4.0	187
167	To Sok Chon	-74.0030822753906	40.8511238098145	138 W Central Blvd	Palisades Park	07650	NJ	['138 W Central Blvd', 'Palisades Park, NJ 07650']	$$	4.0	151
168	Gamja Tang Tang	-73.9748638910085	40.8536913813532	408 Main St	Fort Lee	07024	NJ	['408 Main St', 'Fort Lee, NJ 07024']	$$	4.0	185
169	So Kong Dong	-73.96702	40.85056	130 Main St	Fort Lee	07024	NJ	['130 Main St', 'Fort Lee, NJ 07024']	$$	4.0	705
170	Doraon 1.5 Dak Galbi	-73.807011321187	40.7633106130738	158-03 Northern Blvd	Flushing	11358	NY	['158-03 Northern Blvd', 'Flushing, NY 11358']	$$	4.0	92
171	Hansol Nutrition Center	-73.8053413	40.762701	160-26 Northern Blvd	Flushing	11358	NY	['160-26 Northern Blvd', 'Flushing, NY 11358']	$$	4.5	148
172	Pelicana Chicken	-73.99373	40.73102	52 East 8th St	New York	10003	NY	['52 East 8th St', 'New York, NY 10003']		4.0	51
173	Pado	-73.98589	40.7314	199 2nd Ave	New York	10003	NY	['199 2nd Ave', 'New York, NY 10003']	$$	4.5	258
174	Ssam Tong	-73.8147188962881	40.7620679529178	41-08 149th Pl	Flushing	11355	NY	['41-08 149th Pl', 'Flushing, NY 11355']	$$	4.5	115
175	SOKONGDONG GRILL / LIGHTHOUSE RESTAURANT	-74.00914	40.8229	261 Broad Ave	Fairview	07022	NJ	['261 Broad Ave', 'Fairview, NJ 07022']		4.5	21
176	Hanmadang	-73.9804599	40.84487	1347 16th St	Fort Lee	07024	NJ	['1347 16th St', 'Fort Lee, NJ 07024']		5.0	21
177	Marrizzang	-73.803871	40.759103	4237 162nd St	Flushing	11358	NY	['4237 162nd St', 'Flushing, NY 11358']		4.5	29
178	Bi Won	-73.7564904	40.7483579	6158 Springfield Blvd	Oakland Gardens	11364	NY	['6158 Springfield Blvd', 'Oakland Gardens, NY 11364']	$$	3.5	189
179	Gaonnuri	-73.98802	40.74757	1250 Broadway	New York	10001	NY	['1250 Broadway', 'Fl 39', 'New York, NY 10001']	$$$	3.5	796
